id_str,annotation_is_rumour,annotation_veracity,has_tweet_coordinates,default_profile_image,has_description,tweet_favourited_count,user_favourites_count,followers_count,followings_count,retweet_count,user_activity_count,verified,has_text_url,has_exclamation,has_first_noun_words,has_hash,has_mention,has_qmark,polarity_positive,polarity_negative,subjectivity_positive,subjectivity_negative
2754194395,rumour,fake,0,FALSE,1,27,16,4357,3717,131,2630,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
81305054,rumour,fake,0,FALSE,1,94,106348,145903,86003,257,5339,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
5943072,rumour,real  ,0,FALSE,1,9,1008,7043,347,27,59569,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
15754281,rumour,unverified,0,FALSE,1,16,943,1539284,800,100,114086,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
76453835,rumour,fake,0,FALSE,1,5,4557,4021,4422,41,9531,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE
2280470022,rumour,real  ,0,FALSE,1,16,350,58411,383,139,14445,FALSE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE
5943072,rumour,real  ,0,FALSE,1,3,1010,7419,349,31,59760,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1344951,rumour,real  ,0,FALSE,1,97,1481,4245466,196,282,42818,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE
87416722,rumour,fake,0,FALSE,1,13,0,1452101,6,92,28395,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
64643056,rumour,fake,0,FALSE,1,94,46,891879,482,681,113481,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
14173315,rumour,fake,0,FALSE,1,42,409,2168892,2881,157,49110,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
7309052,rumour,fake,0,FALSE,1,8,297,893230,2313,39,94758,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,TRUE,FALSE
21866939,rumour,unverified,0,FALSE,1,6,26,616423,1210,47,104416,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
18119570,rumour,fake,0,FALSE,1,15,1,35048,145,87,6503,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
38400130,rumour,fake,0,FALSE,1,17,46,328255,149,66,158071,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
15754281,rumour,real  ,0,FALSE,1,21,942,1537786,800,67,113944,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
759251,rumour,fake,0,FALSE,1,297,1061,16318700,1074,1085,58811,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE
3108351,rumour,real  ,0,FALSE,1,85,1133,6049903,1012,748,113586,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
8973062,rumour,fake,0,FALSE,1,4,2,286804,192,34,75476,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
3108351,rumour,real  ,0,FALSE,1,69,1133,6050676,1012,365,113610,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
64643056,rumour,unverified,0,FALSE,1,39,46,891877,482,235,113481,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE
9648652,rumour,fake,0,FALSE,1,10,681,121059,19578,25,89704,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
2566535282,rumour,fake,0,FALSE,1,5,6221,36322,953,29,27725,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
25777812,rumour,fake,0,FALSE,1,1,6946,15720,363,25,478,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,TRUE,FALSE,TRUE,FALSE
1462833583,rumour,fake,0,FALSE,1,7,40505,9829,8657,27,28727,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
87818409,rumour,real  ,0,FALSE,1,17,129,3404435,1084,103,130562,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
51241574,rumour,real  ,0,FALSE,1,54,2,4965662,7338,301,103390,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
28785486,rumour,real  ,0,FALSE,1,54,556,4054357,862,253,104455,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE
827765124,rumour,unverified,0,FALSE,1,10,2821,5464,748,46,4407,FALSE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,FALSE
44728980,rumour,real  ,0,FALSE,1,22,5700,2021304,734,63,241925,FALSE,FALSE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE
58913244,rumour,real  ,0,FALSE,1,65,5359,13070,689,230,123736,FALSE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,FALSE
93735135,rumour,unverified,0,FALSE,1,1,548,11062,233,26,139454,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE
227837742,rumour,real  ,0,FALSE,1,69,292,525638,139,154,47649,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,FALSE
16973333,rumour,unverified,0,FALSE,1,7,44,1108862,1757,30,162330,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
2566535282,rumour,fake,0,FALSE,1,7,6200,35845,944,31,27513,FALSE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE
342692032,rumour,fake,0,FALSE,1,3,780,4264,632,30,29147,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
48926467,rumour,fake,0,FALSE,1,15,7899,2862,2675,29,84261,FALSE,TRUE,1,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
1367531,rumour,real  ,0,FALSE,1,199,9,5005731,384,622,195661,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
972651,rumour,fake,0,FALSE,1,33,507,5122787,2801,95,134135,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
2280470022,rumour,fake,0,FALSE,1,21,350,58408,383,130,14445,FALSE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,FALSE
5943072,rumour,real  ,0,FALSE,1,4,1008,7039,347,39,59569,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
21851493,rumour,fake,0,FALSE,1,1,0,14305,268,65,13196,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
2941152158,rumour,fake,0,FALSE,0,14,229,435,405,43,2305,FALSE,TRUE,0,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE
134196350,rumour,unverified,0,FALSE,1,104,1131,214178,369,767,7991,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
51381252,rumour,unverified,0,FALSE,1,10,3026,44760,2245,58,32865,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
3010969478,rumour,fake,0,FALSE,1,1,4,228,40,114,21,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
27457454,rumour,real  ,0,FALSE,1,7,15915,698195,119036,465,31007,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
326140439,rumour,fake,0,FALSE,1,4,211,613,732,27,2741,FALSE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE
6017542,rumour,real  ,0,FALSE,1,45,19,7411804,522,220,90027,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE
2280470022,rumour,unverified,0,FALSE,1,188,350,58365,383,1645,14445,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
16887175,rumour,real  ,0,FALSE,1,19,890,337977,6384,87,125773,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE
2402254161,rumour,fake,0,FALSE,1,2,1563,207240,34,1489,2506,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1652541,rumour,unverified,0,FALSE,1,53,841,6471051,1053,149,117904,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE
346924655,rumour,fake,0,FALSE,1,9,5587,42903,36427,37,121912,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE
2280470022,rumour,fake,0,FALSE,1,4,350,56258,382,47,14391,FALSE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE
17990493,rumour,fake,0,FALSE,1,14,3,131018,425,85,13319,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
15513604,rumour,fake,0,FALSE,1,32,1923,418641,1859,167,21559,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
9763482,rumour,real  ,0,FALSE,1,10,892,300764,1035,45,120311,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE
2280470022,rumour,real  ,0,FALSE,1,11,354,61320,387,76,14632,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
26738483,rumour,real  ,0,FALSE,1,9,486,44674,733,45,13875,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
51381252,rumour,real  ,0,FALSE,1,11,3022,44744,2245,32,32864,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
2280470022,rumour,unverified,0,FALSE,1,4,354,61820,387,28,14728,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
6017542,rumour,real  ,0,FALSE,1,83,19,7411803,522,609,90027,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE
2280470022,rumour,real  ,0,FALSE,1,12,350,57275,383,105,14408,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
6591312,rumour,unverified,0,FALSE,1,2,204,3200,2151,27,6280,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
78302221,rumour,real  ,0,FALSE,1,9,287,1740,1432,61,5426,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,FALSE
92771309,rumour,real  ,0,FALSE,1,7,22,20839,1354,56,11447,TRUE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE
2884771,rumour,real  ,0,FALSE,1,17,1274,2561329,58640,65,37983,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
17469289,rumour,unverified,0,FALSE,1,12,2034,757396,41124,48,64796,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE
5402612,rumour,fake,0,FALSE,1,523,0,14132292,3,1760,23812,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
20639175,rumour,real  ,0,FALSE,1,11,2185,20699,7871,61,16413,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
51241574,rumour,fake,0,FALSE,1,22,2,4972198,7338,135,103468,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
2280470022,rumour,unverified,0,FALSE,1,10,350,57125,382,53,14406,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE
294379576,rumour,real  ,0,FALSE,1,11,6690,11432,7228,51,3442,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE
2937797170,rumour,real  ,0,FALSE,1,1,4408,21540,21507,32,39718,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
2280470022,rumour,fake,0,FALSE,1,16,354,61746,386,66,14716,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
22240612,rumour,fake,0,FALSE,1,5,16,502598,30,82,109571,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
162304163,rumour,fake,0,FALSE,1,31,12,88123,205,80,166959,FALSE,FALSE,0,FALSE,FALSE,TRUE,1,TRUE,FALSE,TRUE,FALSE
2566535282,rumour,real  ,0,FALSE,1,13,6204,35881,946,53,27527,FALSE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,FALSE
1652541,rumour,real  ,0,FALSE,1,44,841,6446943,1053,383,117720,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE
112874216,rumour,fake,0,FALSE,1,26,73431,571658,453460,48,65388,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE
87416722,rumour,fake,0,FALSE,1,20,0,1452091,6,64,28393,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
95747671,rumour,fake,0,FALSE,1,6,4,48000,426,37,9395,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE
134196350,rumour,unverified,0,FALSE,1,202,1131,214148,369,1290,7991,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
2768501,rumour,real  ,0,FALSE,1,22,1585,613246,1115,157,153995,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
302564474,rumour,real  ,0,FALSE,1,9,124,677,70,48,619,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
225227311,rumour,real  ,0,FALSE,1,34,6950,7859,338,350,31815,FALSE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE
5402612,rumour,real  ,0,FALSE,1,306,0,14132258,3,536,23807,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE
92771309,rumour,real  ,0,FALSE,1,20,22,20839,1354,91,11447,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
7587032,rumour,real  ,0,FALSE,1,27,1,1963500,17,120,133450,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
74144130,rumour,fake,0,FALSE,1,8,29609,21046,20331,29,327900,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
36116351,rumour,fake,0,FALSE,1,48,1,1223,286,86,898,FALSE,FALSE,1,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
7587032,rumour,fake,0,FALSE,1,35,1,1963401,17,113,133428,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
67345697,rumour,fake,0,FALSE,1,2,3036,8818,118,40,87411,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
16887175,rumour,fake,0,FALSE,1,4,890,337976,6384,45,125772,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,TRUE,FALSE
15234546,rumour,real  ,1,FALSE,1,2,48,1183689,533,32,5274,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE
428333,rumour,fake,0,FALSE,1,1012,13,25299872,113,2192,38819,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
7309052,rumour,fake,0,FALSE,1,5,297,893549,2312,31,94820,TRUE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE
2280470022,rumour,unverified,0,FALSE,1,188,350,58393,383,1328,14445,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
16887175,rumour,unverified,0,FALSE,1,6,890,339535,6386,33,126293,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
15438913,rumour,real  ,0,FALSE,1,31,479,903753,2353,186,130472,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
2566535282,rumour,real  ,0,FALSE,1,7,6221,36241,953,69,27713,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
19211550,rumour,fake,0,FALSE,1,39,306,34120,975,167,27049,FALSE,TRUE,0,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE
21123640,rumour,fake,0,FALSE,1,8,15,2306,875,37,916,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
5402612,rumour,real  ,0,FALSE,1,684,0,14134290,3,4388,23811,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,TRUE,FALSE
2097571,rumour,fake,0,FALSE,1,47,0,3360401,335,169,77427,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
575260236,rumour,fake,0,FALSE,1,34,12307,96226,778,116,63250,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE
22993014,rumour,real  ,0,FALSE,1,21,55,179932,1162,119,93109,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
2487323707,rumour,fake,0,FALSE,1,36,14,61,132,182,171,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
26738483,rumour,fake,0,FALSE,1,1,486,44674,733,46,13877,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
2768501,rumour,real  ,0,FALSE,1,12,1585,613449,1115,53,153988,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
940368062,rumour,fake,0,FALSE,1,8,32604,42637,22433,34,162521,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
17895820,rumour,fake,0,FALSE,1,4,30,217348,376,47,97111,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
100936791,rumour,real  ,0,FALSE,1,159,4,17180,235,617,5907,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,TRUE,FALSE
5943072,rumour,fake,0,FALSE,1,14,1008,7038,347,111,59569,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
16973333,rumour,fake,0,FALSE,1,18,43,1103424,1758,64,160989,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
5392522,rumour,unverified,0,FALSE,1,21,919,3449966,73908,40,77007,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
7744592,rumour,real  ,0,FALSE,1,10,6387,2742831,8137,26,58973,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
380648579,rumour,fake,0,FALSE,1,23,0,360886,498,173,70225,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
91493488,rumour,fake,0,FALSE,1,19,6694,18617,20350,56,206389,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,TRUE,FALSE
74264602,rumour,fake,0,FALSE,1,17,111,7846,723,95,1447,TRUE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE
15754281,rumour,unverified,0,FALSE,1,10,943,1539329,800,33,114087,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,FALSE
89457976,rumour,fake,0,FALSE,1,10,18,16264,1463,52,11301,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE
130294479,rumour,fake,0,FALSE,1,13,49070,50154,284,38,15906,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE
364810202,rumour,real  ,0,FALSE,1,11,488,4273,1006,59,6921,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
236488883,rumour,fake,0,FALSE,1,7,8,121620,642,43,19308,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE
282335488,rumour,fake,0,FALSE,1,11,48,654,621,33,19915,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
51241574,rumour,real  ,0,FALSE,1,50,2,4965728,7338,224,103390,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,TRUE,FALSE
1263002017,rumour,fake,0,FALSE,1,18,23904,4773,1805,40,50889,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
2566535282,rumour,fake,0,FALSE,1,6,6200,35844,944,27,27513,FALSE,FALSE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE
288283415,rumour,fake,0,FALSE,1,22,9,27856,27971,45,35422,FALSE,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,FALSE
26574283,rumour,fake,0,FALSE,1,7,2,110732,29,42,17053,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
18424289,rumour,fake,0,FALSE,1,17,26,756575,361,106,54532,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE
20494730,rumour,real  ,0,FALSE,1,7,11067,14350,865,31,28988,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,FALSE
24293233,rumour,fake,0,FALSE,1,23,50405,10005,9113,55,113655,FALSE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE
124476322,rumour,unverified,0,FALSE,1,294,807,147187,85,1242,27453,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
2163076560,rumour,fake,0,FALSE,1,83,12156,12530,669,192,8723,FALSE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE
28139873,rumour,real  ,0,FALSE,1,6,138,131557,834,59,62299,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,FALSE
15234546,rumour,real  ,1,FALSE,1,54,48,1183681,533,209,5274,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,TRUE,FALSE
